12°05′13″S,-12.08696423,77°03′49″W,-77.06359871,0.6892,66.666°
12°05′18″S,-12.08831668,77°03′56″W,-77.06560658,0.4322,73.526°
12°05′26″S,-12.09060646,77°03′48″W,-77.06321299,0.6875,101.081°
12°05′40″S,-12.09455425,77°03′50″W,-77.06389262,0.829,133.555°
12°05′00″S,-12.08322391,77°03′56″W,-77.06544806,0.813,32.067°
12°05′05″S,-12.08474146,77°03′57″W,-77.06592254,0.6442,36.151°
12°05′14″S,-12.08730077,77°03′56″W,-77.06564625,0.4729,60.129°
12°05′39″S,-12.09406704,77°04′27″W,-77.07412061,0.7273,224.695°
12°05′19″S,-12.0885617,77°04′14″W,-77.07066316,0.1657,305.111°
12°05′02″S,-12.08393848,77°04′23″W,-77.07307217,0.7277,326.886°
12°04′57″S,-12.08250534,77°03′59″W,-77.06629897,0.8404,23.799°
12°05′31″S,-12.09182102,77°03′57″W,-77.0658276,0.4731,124.394°
12°05′04″S,-12.08435611,77°03′50″W,-77.06400369,0.8147,46.277°
12°05′40″S,-12.09430628,77°04′13″W,-77.07040163,0.5541,191.144°
12°05′02″S,-12.08379547,77°04′26″W,-77.07388302,0.7919,322.165°
12°05′29″S,-12.09147658,77°03′41″W,-77.0613568,0.906,104.636°
12°05′23″S,-12.08968546,77°04′33″W,-77.07572692,0.6869,267.522°
12°05′25″S,-12.09015479,77°03′57″W,-77.06584263,0.3973,101.897°
12°05′43″S,-12.09532901,77°04′05″W,-77.06815585,0.6716,168.216°
12°05′41″S,-12.09459645,77°04′32″W,-77.07566531,0.8908,229.718°
12°05′16″S,-12.08770512,77°04′35″W,-77.07634488,0.7772,284.193°
12°05′11″S,-12.08650097,77°03′46″W,-77.06289921,0.7796,65.403°
12°05′23″S,-12.08972539,77°03′53″W,-77.0647976,0.5036,93.887°
12°05′00″S,-12.08341245,77°04′28″W,-77.07441983,0.8616,320.836°
12°05′15″S,-12.08739881,77°04′27″W,-77.07418945,0.5656,293.402°
12°05′42″S,-12.09493882,77°04′05″W,-77.06806835,0.6313,166.566°
12°05′13″S,-12.0869047,77°03′57″W,-77.06585319,0.4779,54.194°
12°05′36″S,-12.09337536,77°03′49″W,-77.0635263,0.7773,124.488°
12°04′57″S,-12.08261345,77°03′48″W,-77.06344566,0.9973,40.631°
12°05′46″S,-12.09619888,77°03′54″W,-77.06489468,0.9004,146.89°
12°05′38″S,-12.09386351,77°03′49″W,-77.06364194,0.7993,128.209°
12°05′14″S,-12.08730426,77°04′34″W,-77.07604281,0.758,288.072°
12°05′52″S,-12.09790042,77°04′23″W,-77.07318309,1.0285,203.469°
12°05′08″S,-12.08561774,77°04′30″W,-77.07502874,0.7425,304.707°
12°05′24″S,-12.09001027,77°04′01″W,-77.06680827,0.2912,103.062°
12°05′54″S,-12.09826219,77°04′14″W,-77.07067052,0.9931,187.891°
12°05′47″S,-12.09625358,77°04′16″W,-77.07124098,0.7857,194.625°
12°05′14″S,-12.08712928,77°04′24″W,-77.07331691,0.4947,300.975°
12°05′19″S,-12.08868627,77°03′55″W,-77.06539568,0.4449,79.452°
12°05′49″S,-12.09689584,77°04′25″W,-77.07366746,0.9515,209.067°
12°05′09″S,-12.08573704,77°03′40″W,-77.06106648,0.9962,65.732°
12°05′11″S,-12.08644968,77°04′38″W,-77.07710836,0.8993,291.54°
12°05′10″S,-12.08601343,77°03′42″W,-77.06160089,0.9306,65.986°
12°05′10″S,-12.08598224,77°04′17″W,-77.07141609,0.4397,330.365°
12°05′46″S,-12.09608967,77°04′29″W,-77.07465138,0.9352,217.496°
12°05′43″S,-12.09515816,77°03′51″W,-77.06407775,0.863,137.712°
12°04′51″S,-12.08093994,77°04′14″W,-77.0704657,0.9499,353.103°
12°05′41″S,-12.09464866,77°04′21″W,-77.07257355,0.6755,210.547°
12°05′13″S,-12.08707918,77°03′37″W,-77.06023379,1.0321,75.399°
12°05′37″S,-12.09355049,77°04′11″W,-77.0698579,0.4621,185.958°
12°05′35″S,-12.09306191,77°04′31″W,-77.07523474,0.7514,237.362°
12°05′28″S,-12.09120328,77°03′53″W,-77.06471909,0.5481,111.233°
12°05′24″S,-12.09004938,77°04′27″W,-77.07410461,0.5146,262.163°
12°04′55″S,-12.08203874,77°04′03″W,-77.0675299,0.8461,14.038°
12°05′52″S,-12.09783244,77°04′05″W,-77.06798723,0.9487,170.567°
12°05′12″S,-12.08677107,77°04′40″W,-77.07783358,0.9616,287.831°
12°04′58″S,-12.08265867,77°03′55″W,-77.06527447,0.8765,30.931°
12°05′35″S,-12.09299717,77°04′38″W,-77.07728978,0.9442,245.067°
12°05′51″S,-12.09748496,77°04′25″W,-77.07373216,1.0125,207.613°
12°05′21″S,-12.08924011,77°03′37″W,-77.06025524,0.9966,88.86°
12°05′36″S,-12.09322996,77°04′13″W,-77.07041583,0.4376,194.374°
12°05′46″S,-12.09599814,77°04′12″W,-77.06999606,0.7345,184.919°
12°05′48″S,-12.09658219,77°04′27″W,-77.07430155,0.9577,213.692°
12°05′33″S,-12.0924173,77°04′18″W,-77.07172224,0.4173,216.932°
12°04′52″S,-12.08111468,77°04′03″W,-77.06748379,0.9472,12.824°
12°05′48″S,-12.09662123,77°03′55″W,-77.06520071,0.9231,150.215°
12°05′51″S,-12.09750927,77°04′14″W,-77.07049192,0.9075,187.402°
12°04′57″S,-12.08237664,77°03′57″W,-77.06572672,0.8801,27.132°
12°05′25″S,-12.09039011,77°03′37″W,-77.060403,0.9863,96.292°
12°05′33″S,-12.09257265,77°03′56″W,-77.06547344,0.5541,129.283°
12°05′47″S,-12.09645661,77°04′06″W,-77.06843693,0.79,172.247°
12°05′31″S,-12.09197691,77°03′49″W,-77.0635801,0.6957,114.146°
12°05′09″S,-12.0858047,77°03′59″W,-77.06652597,0.5103,38.034°
12°05′12″S,-12.08673549,77°04′36″W,-77.07657712,0.834,290.966°
12°05′45″S,-12.09575457,77°03′50″W,-77.063877,0.9272,139.472°
12°05′43″S,-12.09520689,77°04′02″W,-77.06716497,0.6888,159.173°
12°05′49″S,-12.09685705,77°04′29″W,-77.07478196,1.0124,215.193°
12°05′30″S,-12.0915585,77°03′38″W,-77.06062459,0.9854,103.979°
12°04′56″S,-12.08215258,77°04′25″W,-77.07358143,0.9264,330.731°
12°05′25″S,-12.0901611,77°03′39″W,-77.06079693,0.9411,95.036°
12°05′00″S,-12.0833643,77°03′51″W,-77.06427028,0.8757,39.735°
12°05′30″S,-12.09155167,77°03′49″W,-77.06348924,0.687,110.206°
12°05′09″S,-12.08590784,77°04′38″W,-77.07724214,0.9364,294.645°
12°05′20″S,-12.08896966,77°03′41″W,-77.06146785,0.866,86.696°
12°05′11″S,-12.08649443,77°04′05″W,-77.06811996,0.3545,23.447°
12°05′19″S,-12.08857371,77°04′19″W,-77.07180875,0.2766,289.86°
12°05′32″S,-12.09220433,77°03′57″W,-77.0659036,0.4919,129.04°
12°05′03″S,-12.08403177,77°04′08″W,-77.06889,0.6019,5.464°
12°05′47″S,-12.09639285,77°04′07″W,-77.06858985,0.7809,173.386°
12°05′39″S,-12.09426405,77°04′38″W,-77.07725471,1.0085,237.696°
12°05′05″S,-12.08470078,77°04′07″W,-77.06871128,0.5303,8.321°
12°05′49″S,-12.09697764,77°04′09″W,-77.06907199,0.8416,177.445°
12°05′09″S,-12.08588224,77°04′40″W,-77.07784588,0.9976,293.221°
12°05′36″S,-12.09345034,77°04′15″W,-77.07085704,0.475,199.252°
12°05′03″S,-12.08416477,77°04′22″W,-77.0726407,0.6815,329.035°
12°05′07″S,-12.08515262,77°03′45″W,-77.06263851,0.8767,57.235°
12°05′30″S,-12.09168428,77°04′24″W,-77.07332956,0.4946,239.364°
12°05′30″S,-12.09163376,77°04′07″W,-77.0686781,0.2592,161.939°
12°05′00″S,-12.08345654,77°04′24″W,-77.07335539,0.7894,327.139°
12°04′49″S,-12.08032396,77°04′03″W,-77.06762475,1.0302,10.907°
12°04′57″S,-12.0826018,77°03′59″W,-77.06674339,0.812,20.982°
12°05′49″S,-12.09690895,77°03′55″W,-77.06529018,0.9463,151.689°
12°05′01″S,-12.08360684,77°03′44″W,-77.06221738,1.0154,50.46°
12°05′06″S,-12.08497737,77°04′13″W,-77.07018376,0.501,350.416°
12°05′23″S,-12.0896912,77°04′05″W,-77.06809978,0.1464,101.955°
12°05′38″S,-12.09383848,77°04′22″W,-77.07287959,0.6193,217.453°
12°05′43″S,-12.09526256,77°04′36″W,-77.07661239,1.0173,230.286°
12°05′00″S,-12.08320174,77°04′18″W,-77.07174258,0.7363,339.907°
12°05′50″S,-12.09734052,77°04′16″W,-77.07124693,0.9033,192.728°
12°05′20″S,-12.08897197,77°04′27″W,-77.07405971,0.5074,275.617°
12°05′31″S,-12.09182649,77°04′20″W,-77.07227004,0.4099,229.201°
12°05′45″S,-12.09574486,77°04′05″W,-77.06795778,0.7213,167.291°
12°05′05″S,-12.08471984,77°04′40″W,-77.07772694,1.044,300.037°
12°05′34″S,-12.09282607,77°03′41″W,-77.0613543,0.9553,113.376°
12°04′54″S,-12.08180228,77°04′14″W,-77.07046618,0.8548,352.327°
12°04′56″S,-12.08213202,77°04′12″W,-77.06997582,0.8127,355.71°
12°05′12″S,-12.08670408,77°03′50″W,-77.0639519,0.6667,63.072°
12°04′56″S,-12.08213063,77°04′05″W,-77.06797466,0.8256,10.952°
12°05′11″S,-12.08627072,77°04′27″W,-77.07424089,0.6308,303.716°
12°05′09″S,-12.0856974,77°04′08″W,-77.06902616,0.4161,5.863°
12°05′15″S,-12.08749688,77°03′58″W,-77.06622891,0.4073,58.349°
12°05′32″S,-12.0921461,77°04′11″W,-77.0697262,0.3052,186.327°
12°05′30″S,-12.09154297,77°03′41″W,-77.06142113,0.9011,105.203°
12°05′40″S,-12.09441785,77°04′04″W,-77.06764253,0.5886,160.861°
12°05′12″S,-12.08655984,77°04′15″W,-77.07078737,0.3512,334.884°
12°05′17″S,-12.08806503,77°04′08″W,-77.06893885,0.1593,19.053°
12°05′10″S,-12.08611316,77°03′49″W,-77.06368572,0.7237,59.468°
12°05′09″S,-12.08575925,77°04′09″W,-77.06918729,0.4078,3.511°
12°05′48″S,-12.09674545,77°04′15″W,-77.07084278,0.8296,190.774°
12°05′03″S,-12.08408389,77°04′17″W,-77.07152693,0.6362,338.855°
12°04′58″S,-12.08271691,77°04′20″W,-77.07231721,0.8094,337.062°
12°05′36″S,-12.09342632,77°03′59″W,-77.06665084,0.5378,145.987°
12°04′57″S,-12.08237688,77°04′20″W,-77.07222327,0.8406,338.709°
12°04′59″S,-12.08294169,77°03′57″W,-77.06574197,0.8238,29.023°
12°05′53″S,-12.09800395,77°03′57″W,-77.0657402,1.0353,157.279°
12°05′24″S,-12.09008453,77°03′59″W,-77.06662421,0.3126,103.707°
12°05′33″S,-12.09254498,77°03′59″W,-77.06637903,0.4797,136.466°
12°04′55″S,-12.0818475,77°04′23″W,-77.07302575,0.9291,335.009°
12°05′25″S,-12.0903192,77°04′38″W,-77.07727432,0.8604,263.313°
12°05′19″S,-12.08862554,77°04′08″W,-77.06891627,0.1037,31.689°
12°05′23″S,-12.08974715,77°04′37″W,-77.07689334,0.814,267.425°
12°05′03″S,-12.08421278,77°04′38″W,-77.07733798,1.038,303.904°
12°04′59″S,-12.08318961,77°04′16″W,-77.0710042,0.714,346.008°
12°05′48″S,-12.09658911,77°03′55″W,-77.06532415,0.9134,150.834°
12°05′49″S,-12.0970644,77°04′24″W,-77.07328619,0.9488,206.327°
12°05′27″S,-12.09072219,77°03′53″W,-77.06485216,0.5172,106.282°
12°05′45″S,-12.09590074,77°04′24″W,-77.07338336,0.8402,210.892°
12°05′24″S,-12.0900283,77°04′23″W,-77.07314711,0.4113,260.508°
12°05′50″S,-12.09714402,77°03′59″W,-77.06640481,0.9196,159.132°
12°05′39″S,-12.09413666,77°03′49″W,-77.06373349,0.8108,130.332°
12°04′49″S,-12.08025238,77°04′12″W,-77.07005275,1.0219,356.119°
12°05′26″S,-12.09051768,77°04′39″W,-77.0776024,0.8986,262.18°
12°04′52″S,-12.08099069,77°04′07″W,-77.06851208,0.9425,5.993°
12°05′36″S,-12.09333525,77°04′23″W,-77.07295709,0.5814,221.47°
12°05′31″S,-12.09207681,77°04′15″W,-77.07085005,0.3342,207.796°
12°05′22″S,-12.08944278,77°03′41″W,-77.06137132,0.875,90.178°
12°05′10″S,-12.08599605,77°04′17″W,-77.07138069,0.4365,330.704°
12°04′58″S,-12.08271838,77°04′15″W,-77.07083782,0.7611,348.284°
12°05′26″S,-12.09046772,77°03′45″W,-77.06253676,0.7573,98.865°
12°05′33″S,-12.0924513,77°04′20″W,-77.07218859,0.4524,221.785°
12°05′21″S,-12.08927152,77°03′39″W,-77.06069731,0.9485,89.013°
12°05′01″S,-12.08352568,77°04′14″W,-77.07065772,0.6692,348.365°
12°05′26″S,-12.09041742,77°04′17″W,-77.07144084,0.2466,243.218°
12°05′44″S,-12.09557749,77°04′32″W,-77.07543611,0.9475,223.699°
12°05′09″S,-12.08593996,77°03′47″W,-77.06295365,0.8024,61.172°
12°05′05″S,-12.08479856,77°03′45″W,-77.06251834,0.9094,55.594°
12°05′44″S,-12.09551263,77°04′02″W,-77.06716875,0.7206,160.165°
12°05′05″S,-12.08484245,77°03′53″W,-77.06470429,0.7223,45.201°
12°05′38″S,-12.09394928,77°03′41″W,-77.06136835,1.01,119.93°
12°05′44″S,-12.09542847,77°03′45″W,-77.06246448,1.0092,131.479°
12°05′22″S,-12.08949934,77°04′30″W,-77.07494266,0.601,269.142°
12°05′32″S,-12.09219143,77°04′23″W,-77.0729743,0.4948,231.439°
12°05′41″S,-12.09460533,77°03′54″W,-77.06505535,0.7469,140.572°
12°05′25″S,-12.09017,77°03′41″W,-77.06148993,0.8662,95.539°
12°04′53″S,-12.08139494,77°03′57″W,-77.06594011,0.9692,22.964°
12°05′20″S,-12.08894147,77°03′41″W,-77.06142256,0.8711,86.509°
12°05′04″S,-12.08449125,77°04′30″W,-77.07499414,0.8175,312.097°
