12°07′25″S,-12.12367697,77°02′21″W,-77.03923864,1.6001,250.466°
12°07′35″S,-12.12643656,77°00′48″W,-77.01327955,0.4524,240.997°
12°07′24″S,-12.12326396,77°00′28″W,-77.00771361,0.2485,57.5°
12°07′12″S,-12.1200802,77°00′33″W,-77.0092484,0.4895,5.002°
12°07′38″S,-12.12725675,77°00′48″W,-77.01338299,0.5119,232.648°
12°07′15″S,-12.12083344,77°00′27″W,-77.00736606,0.4736,31.489°
12°07′18″S,-12.1215762,77°00′41″W,-77.01139627,0.3737,329.28°
12°07′30″S,-12.12486824,77°00′51″W,-77.01420642,0.4985,264.83°
12°07′27″S,-12.12421495,77°00′47″W,-77.01305105,0.3719,274.278°
12°07′28″S,-12.12450384,77°00′50″W,-77.01394988,0.4686,269.463°
12°07′44″S,-12.12902228,77°00′44″W,-77.01213423,0.5749,208.139°
12°07′37″S,-12.12698953,77°00′44″W,-77.01233727,0.406,226.233°
12°07′10″S,-12.11934493,77°00′33″W,-77.00908575,0.5726,6.052°
12°07′40″S,-12.12766445,77°00′45″W,-77.01255523,0.4766,221.681°
12°07′19″S,-12.12194906,77°00′14″W,-77.00385372,0.6887,66.033°
12°07′15″S,-12.12093452,77°00′21″W,-77.00588832,0.5663,46.107°
12°07′14″S,-12.12053146,77°00′34″W,-77.00945991,0.4379,2.576°
12°07′14″S,-12.12050973,77°00′34″W,-77.00937493,0.4408,3.762°
12°07′25″S,-12.12361321,77°00′51″W,-77.01424891,0.51,280.698°
12°07′45″S,-12.12926219,77°00′32″W,-77.00887482,0.5401,171.127°
12°07′22″S,-12.12282257,77°00′41″W,-77.01145623,0.2689,312.77°
12°07′06″S,-12.11832029,77°00′34″W,-77.00934706,0.6841,2.677°
12°07′38″S,-12.1271862,77°00′54″W,-77.01511394,0.6677,243.039°
12°07′41″S,-12.12814978,77°00′16″W,-77.00457989,0.6862,126.68°
12°07′40″S,-12.12766681,77°00′35″W,-77.0097066,0.3563,181.149°
12°07′13″S,-12.12017274,77°00′35″W,-77.00969398,0.4774,359.307°
12°07′34″S,-12.12604834,77°00′15″W,-77.00416067,0.6214,106.469°
12°07′11″S,-12.11962691,77°00′27″W,-77.00758508,0.5827,22.563°
12°07′40″S,-12.12791228,77°00′47″W,-77.01297287,0.5276,223.374°
12°07′15″S,-12.12082687,77°00′45″W,-77.01259307,0.5165,321.568°
12°07′34″S,-12.12619782,77°00′20″W,-77.00558797,0.4811,113.628°
12°07′17″S,-12.12131128,77°00′17″W,-77.00475862,0.6363,56.553°
12°07′50″S,-12.13065617,77°00′33″W,-77.00930466,0.6897,176.961°
12°07′22″S,-12.12265863,77°00′41″W,-77.01138903,0.2765,316.575°
12°07′39″S,-12.12748038,77°00′48″W,-77.01333847,0.5236,230.162°
12°07′19″S,-12.12205695,77°00′37″W,-77.0103069,0.2774,344.865°
12°07′19″S,-12.12206822,77°00′34″W,-77.00948226,0.2671,3.704°
12°07′08″S,-12.11882205,77°00′34″W,-77.00945974,0.6279,1.798°
12°07′20″S,-12.12227259,77°00′54″W,-77.01497605,0.6293,292.791°
